SqFt,Bedrooms,Age,Price
3416.0,5,15.0,618408.3752614481
1862.0,1,3.0,362294.6483575835
2956.0,5,23.0,582027.9310898319
1865.0,2,33.0,307184.73422494764
2009.0,4,29.0,412925.5528750972
3782.0,3,17.0,687658.638368251
3245.0,4,18.0,572699.1038751117
4094.0,5,30.0,709749.9435797147
1433.0,3,18.0,323703.22933687
1956.0,5,18.0,427229.90621651296
4034.0,2,21.0,680929.5255047905
2038.0,1,23.0,354911.78432800993
1532.0,3,11.0,334413.91841856285
1034.0,2,29.0,183770.55743377833
3505.0,2,37.0,592296.354132429
1550.0,3,30.0,329891.79984855547
3435.0,5,35.0,618662.1851186395
3880.0,2,18.0,649530.4610037227
3945.0,4,35.0,649127.8499488855
,2,29.0,328435.0951203567
,5,32.0,623891.1488342829
,5,17.0,692356.1796600138
4124.0,4,27.0,738687.06719741
,2,10.0,686468.4553804012
2342.0,5,32.0,474192.118517872
1997.0,3,16.0,369956.7132261577
2476.0,1,5.0,434928.9569825152
1991.0,1,3.0,361562.9148419433
3017.0,1,19.0,504256.15844081884
2216.0,2,26.0,383809.4614233328
3793.0,4,14.0,679520.5480865666
3642.0,5,,706820.9434288301
3481.0,3,13.0,607814.7152552357
2017.0,3,10.0,368418.4579852264
2340.0,2,38.0,430391.6780841084
2876.0,1,8.0,519429.08157380973
4036.0,2,25.0,639554.7460978876
2245.0,4,15.0,462544.1561049039
3186.0,4,4.0,593040.5045889731
2319.0,5,9.0,492319.7443066212
2188.0,5,2.0,481684.48258026986
,4,12.0,509311.84399367357
2165.0,4,29.0,404274.68668827205
1299.0,4,5.0,305039.1789536748
2480.0,2,16.0,424476.1616903751
1310.0,4,18.0,288263.5558353911
4198.0,3,34.0,697556.4341990129
1016.0,1,25.0,178084.80021778497
2124.0,4,4.0,457441.0413142524
1955.0,1,28.0,359394.9231067186
2627.0,2,,429248.93517259916
3941.0,1,19.0,643138.0900107075
4123.0,2,,694443.7022060587
4286.0,3,9.0,751540.0454183855
2610.0,2,4.0,478219.10535832174
3292.0,2,35.0,556653.6483671945
3723.0,5,5.0,712094.9790536131
2005.0,4,25.0,375996.751553454
3014.0,4,3.0,595883.1212877855
890.0,3,38.0,215645.81674533483
1513.0,3,38.0,276084.2779164284
2681.0,4,34.0,492108.756708952
4402.0,5,0.0,823966.5798562213
,4,23.0,223913.72360841278
3997.0,5,35.0,729009.5609553203
4322.0,3,5.0,799577.4498923873
972.0,1,30.0,164080.27934730035
1452.0,3,19.0,277379.1079369245
1553.0,3,23.0,321426.3719120975
2043.0,2,24.0,382081.2501025229
1881.0,2,35.0,325532.67252310464
2483.0,2,20.0,467515.2132664207
3323.0,2,29.0,526877.884005535
1255.0,5,23.0,324508.37246063224
1628.0,4,29.0,327282.78358482214
1694.0,1,21.0,333287.55812414596
2184.0,3,27.0,445050.3070633623
2758.0,5,6.0,541166.8682443331
3872.0,1,34.0,599008.8572818284
3234.0,5,27.0,619891.7577395961
2796.0,5,13.0,546057.3870042097
3195.0,3,9.0,577541.7756413552
989.0,4,15.0,260857.76841084822
1304.0,2,15.0,229206.53687604686
2014.0,4,30.0,395823.24507811526
2331.0,3,24.0,417055.44451871654
4240.0,3,12.0,721737.5435520045
4280.0,3,5.0,774872.6400693763
1623.0,1,,278719.86211441486
1728.0,4,35.0,363464.10373495956
1733.0,4,,361570.7413933638
1940.0,5,17.0,415004.7966300833
933.0,5,20.0,281757.43792103423
,5,3.0,588951.0258913778
4427.0,3,32.0,747062.2599443906
,4,26.0,340763.6932106572
3519.0,3,6.0,624023.8323363336
3020.0,1,5.0,504755.265309845
2652.0,5,14.0,509296.989468844
1614.0,3,17.0,315191.7894004209
1972.0,3,31.0,427581.8885061745
879.0,1,,214743.59161473572
3733.0,2,19.0,600128.5126758396
4084.0,4,23.0,688550.8408651286
1002.0,2,14.0,233137.32123436983
3611.0,5,6.0,695395.2959475593
2052.0,3,20.0,404777.67670634727
2499.0,1,25.0,409750.88412892603
2050.0,1,13.0,359390.914799942
2482.0,4,36.0,465657.5904831871
2355.0,2,20.0,420967.8601258666
4312.0,4,17.0,712013.9925450493
4273.0,3,4.0,741554.0073884961
2894.0,4,2.0,544671.8713147937
,1,22.0,355504.2283781702
4176.0,1,25.0,726105.1800520682
2349.0,5,36.0,466499.6333094861
1966.0,5,23.0,411029.40627655206
4286.0,3,18.0,749736.030039545
4384.0,2,24.0,728453.7577441842
2196.0,4,20.0,443801.8898090368
4437.0,3,11.0,774487.0118643134
,5,32.0,772230.8712965909
3503.0,4,,629232.2312934817
1270.0,5,6.0,342772.64153622906
3818.0,4,21.0,658972.3774003693
1835.0,2,32.0,337960.252926845
2153.0,3,16.0,395376.26977027813
3583.0,4,23.0,631502.6637278983
3631.0,1,33.0,569148.2017152419
1767.0,1,27.0,322166.3343868942
1157.0,4,38.0,276319.08887884824
3819.0,4,21.0,652735.6524710723
4279.0,4,16.0,753748.6822199969
1467.0,1,33.0,236258.40290501656
1172.0,1,5.0,214629.9017864933
1831.0,4,5.0,394309.6589915126
1945.0,5,33.0,395980.34423088364
2171.0,5,0.0,524184.32972691045
3523.0,2,9.0,616309.1965072139
889.0,3,20.0,191797.64998491525
3545.0,5,4.0,665654.5199165811
4187.0,1,1.0,717277.665908588
4049.0,5,21.0,773918.8554573985
1339.0,2,1.0,257930.33375524083
3579.0,2,9.0,578451.5122972191
1668.0,3,33.0,358019.30350743566
840.0,5,15.0,265792.2835474181
1539.0,1,38.0,237884.1453624727
2746.0,1,21.0,467392.5817224487
3349.0,4,11.0,566435.0452196625
3806.0,1,23.0,613367.5101319433
4016.0,3,39.0,672156.4234568618
2024.0,3,37.0,387685.4027907566
1728.0,1,9.0,298122.08095414925
2836.0,1,34.0,456313.7432280672
3308.0,4,31.0,570491.5074788083
3579.0,1,6.0,604757.6751134864
3599.0,4,20.0,627943.0735527396
1724.0,4,19.0,357637.9832167956
3756.0,1,25.0,583483.6921041955
2381.0,2,3.0,456572.7248364731
4418.0,2,21.0,744669.0223331333
4124.0,4,14.0,727107.5886008517
1189.0,1,39.0,202314.75989920058
2417.0,2,20.0,399578.1717073291
3730.0,1,14.0,606706.4670398643
1055.0,1,21.0,202045.9076591651
1508.0,1,27.0,316215.86182059953
2638.0,5,13.0,507860.6594845167
2744.0,1,26.0,479683.54477504874
3297.0,5,39.0,617687.1754693162
809.0,4,27.0,224562.72808980272
3671.0,2,25.0,645822.4096839026
1597.0,2,1.0,335792.10945213726
4113.0,2,24.0,685933.1839133586
4122.0,2,2.0,704837.5869396491
1676.0,2,7.0,357471.37764837255
1828.0,2,32.0,347729.3846762177
3990.0,2,34.0,635186.4542500757
1815.0,4,,369865.05610802467
2624.0,1,38.0,413940.3872520869
1173.0,3,22.0,243549.22871204707
,5,,710329.508507693
2993.0,3,18.0,562098.7626936828
,3,4.0,249503.9668982642
2062.0,1,10.0,366443.5323737685
3024.0,1,11.0,511560.4546961679
2602.0,1,9.0,466468.6176441057
1652.0,2,7.0,284462.2133203079
4153.0,4,23.0,713215.9941046941
862.0,2,27.0,191125.67384558945
2040.0,4,35.0,418001.5791285372
3674.0,4,36.0,628061.9510498759
3642.0,3,20.0,594768.9458791625
1488.0,3,,337194.2289193227
2284.0,4,8.0,450292.7522234874
2433.0,4,,454356.66681819275
,2,39.0,473513.0922057355
3970.0,2,17.0,661409.492846883
1310.0,3,19.0,271605.10670923576
1184.0,1,5.0,197488.67885801863
1204.0,4,11.0,315341.3239377426
3670.0,2,1.0,664797.5008255744
1317.0,3,6.0,313380.4398267901
1275.0,2,15.0,240496.28659150365
2800.0,4,2.0,543570.1693210496
3556.0,4,2.0,660869.5736954109
,5,26.0,500975.8877912382
2693.0,1,39.0,440516.8097743616
3618.0,5,37.0,633616.5240244301
,3,32.0,412239.9111282712
3894.0,2,27.0,650845.6080923048
3844.0,3,0.0,715716.4464429354
4436.0,4,7.0,801090.1307964944
3524.0,5,36.0,651181.1337475104
,5,31.0,341426.5325585872
4329.0,5,36.0,784359.18290407
882.0,3,3.0,246895.25591918995
1968.0,4,29.0,373178.2417965286
3956.0,2,5.0,705467.3994025039
3949.0,2,18.0,674708.0654507806
3304.0,3,31.0,559539.1195774303
,5,8.0,535960.1406520151
2848.0,1,11.0,489931.51090281527
850.0,3,10.0,234763.6959053517
1484.0,3,15.0,318545.8453126241
1516.0,4,0.0,363626.1734688577
2269.0,2,20.0,440349.1474915276
1248.0,3,29.0,283830.86304469773
1680.0,3,12.0,351412.7118253005
1287.0,5,33.0,322276.21161534963
2623.0,5,3.0,519199.5219294492
2881.0,1,,477708.54099893617
4219.0,4,37.0,754636.1269946622
2942.0,1,30.0,470939.0820921525
3943.0,5,26.0,693297.3214276183
2374.0,2,4.0,428258.22222813877
3001.0,5,24.0,549557.3392531523
1049.0,4,2.0,269254.76183744596
1473.0,5,32.0,325139.8380281994
1237.0,4,3.0,283838.65961642715
2965.0,4,,546262.366678992
1570.0,4,19.0,360745.5434757329
4177.0,4,33.0,698794.8763970616
1067.0,4,25.0,290435.67847283534
2784.0,2,4.0,513015.84177055187
1877.0,1,34.0,331361.6117124811
