tenure,monthly_charges,total_charges,contract_type,payment_method,churn
60,29.526150795462627,1716.47,Month-to-month,Electronic check,0
53,85.21232455304379,403.67,One year,Bank transfer,0
38,51.214805669644704,2373.98,One year,Bank transfer,1
18,59.90459461371111,3285.42,Month-to-month,Mailed check,0
38,105.79862539227058,0.0,nan,Bank transfer,1
66,20.903040412955026,866.35,Month-to-month,Electronic check,1
44,78.84126333406054,2061.21,Month-to-month,Mailed check,0
12,79.87139801001075,6366.05,One year,Electronic check,0
57,59.665977634356196, ,One year,Mailed check,1
19,43.702785710833616,6798.76,Two year,Mailed check,0
71,43.467403826155106, ,nan,Electronic check,1
60,108.37096696607526,7082.61,Month-to-month,Bank transfer,0
38,64.20243737828575, ,Month-to-month,Bank transfer,0
0,53.08893629891719, ,Month-to-month,Mailed check,1
2,64.8777573831403,6560.65,One year,Electronic check,0
61,86.93904014593613,615.23,Two year,Electronic check,0
62,34.57565682447517,2335.17,Month-to-month,Mailed check,1
24,64.94338352137376,5181.49,Month-to-month,Bank transfer,0
55,78.78843711103869, ,Month-to-month,Electronic check,0
32,114.85833548514337,3732.15,Two year,Bank transfer,0
37,45.25277820754192,5075.08,Month-to-month,Bank transfer,1
5,55.92507479162455,4016.93,Month-to-month,Mailed check,1
57,57.93585899224238,1033.8,One year,Mailed check,0
43,80.55381576448829,7056.53,Two year,Bank transfer,1
44,55.67320530400016,2826.73,One year,Electronic check,1
31,73.35119252996955,2926.85,One year,Electronic check,0
44,98.17903298450294, ,Month-to-month,Mailed check,0
60,90.53855941122036,1676.37,One year,Bank transfer,0
46,64.63686465125855,2422.64,One year,Electronic check,0
20,106.42161776741689,3715.29,nan,Electronic check,0
35,75.81402495938629,931.08,Month-to-month,Mailed check,1
18,73.99058395022125, ,Month-to-month,Bank transfer,0
19,23.41877659391582,1533.06,Month-to-month,Electronic check,0
56,118.66929803571615,32.74,Month-to-month,Mailed check,0
17,32.29708085296267,3010.15,Two year,Electronic check,0
46,43.11309124276466,2048.42,Month-to-month,Electronic check,0
48,25.169683724152698, ,Month-to-month,Electronic check,0
13,84.00029668369137,5102.99,Month-to-month,Mailed check,0
14,42.470117697267995,544.11,Month-to-month,Bank transfer,0
30,38.00104374727235,889.65,Month-to-month,Mailed check,1
0,28.855558422324137, ,Month-to-month,Bank transfer,0
53,30.330895712401567,2317.01,Month-to-month,Electronic check,0
2,78.46707004425888, ,One year,Bank transfer,0
15,88.82078658665954, ,One year,Electronic check,0
56,59.7378988464401,3318.09,Month-to-month,Electronic check,0
11,67.98970815920732,1060.69,nan,Mailed check,0
15,88.59677359829841,24.2,One year,Electronic check,1
71,21.737979018547964,2513.26,One year,Mailed check,0
23,52.31306570702785,76.34,Month-to-month,Bank transfer,0
27,117.30977480703464, ,Month-to-month,Bank transfer,1
7,78.01122296954681,4086.92,Month-to-month,Electronic check,1
35,45.422457989749326,74.56,Month-to-month,Mailed check,0
7,72.17300466362131,4726.83,Month-to-month,Electronic check,1
57,54.26534881209153,715.53,nan,Mailed check,0
59,73.22449888262992,2425.45,Month-to-month,Mailed check,0
49,32.574151180664884,7610.99,Month-to-month,Mailed check,1
27,33.27146538192774,2330.36,One year,Bank transfer,0
40,34.35423620393929,5027.2,Month-to-month,Mailed check,0
63,113.98197919268418,1481.31,One year,Bank transfer,0
26,93.28989183413418,3102.66,One year,Mailed check,0
62,36.238189466232086,648.01,One year,Bank transfer,0
16,38.83490837656014,2044.32,nan,Bank transfer,0
32,93.08294748708764,1859.34,Month-to-month,Bank transfer,1
28,35.616384479217395,3354.55,One year,Electronic check,1
12,43.45612933348286,1551.1,nan,Mailed check,1
45,116.3346832820399,1138.96,One year,Electronic check,0
34,45.53065247284319,1300.19,Month-to-month,Mailed check,0
5,86.16323503711467,934.91,nan,Mailed check,1
68,117.86312874005304,3952.51,Month-to-month,Electronic check,1
46,57.42967671397926,2548.6,nan,Bank transfer,0
24,21.751599086206223,5363.11,Month-to-month,Mailed check,0
65,44.414729042237425,3022.74,One year,Bank transfer,0
9,103.08771913417054,3382.12,Two year,Electronic check,0
55,106.46088359550367,2579.16,Month-to-month,Bank transfer,0
29,96.85193645237912,1949.45,Month-to-month,Mailed check,1
4,31.3109819076573,2004.28,Month-to-month,Mailed check,0
32,99.55103716964031,671.38,nan,Mailed check,0
64,111.86777969935042, ,Two year,Electronic check,0
17,80.06095425462361,2504.28,One year,Mailed check,0
48,114.08753563380648, ,One year,Electronic check,0
10,102.68388837118775,1586.36,Two year,Bank transfer,0
25,86.69715169909072,2585.95,Month-to-month,Mailed check,0
62,77.71852367117481,2720.17,Month-to-month,Mailed check,0
58,54.85736672419705,5367.61,One year,Mailed check,0
26,35.92874452428052, ,Month-to-month,Bank transfer,0
48,80.49539226905408,936.66,Month-to-month,Mailed check,0
32,51.81115536181195,3470.3,Month-to-month,Electronic check,1
0,106.64386675276454,1935.85,Month-to-month,Bank transfer,0
20,119.33369373586285,4743.66,Two year,Bank transfer,1
54,95.24277626155725, ,Month-to-month,Bank transfer,0
5,29.048169528705074, ,One year,Bank transfer,1
68,48.86855955306381, ,Month-to-month,Bank transfer,1
4,30.910963176574974,3070.15,Month-to-month,Electronic check,0
2,85.05116477917157,2899.48,Month-to-month,Bank transfer,0
52,96.51908645557846,3482.4,One year,Mailed check,0
22,112.56748308807119,6235.54,One year,Bank transfer,1
52,63.817234641198766,6736.54,nan,Bank transfer,0
36,110.13756495884444,3411.57,One year,Bank transfer,0
16,107.78911590413276,1820.71,One year,Bank transfer,0
0,51.71957167653986,912.43,One year,Bank transfer,1
50,106.8900625540571,1721.92,nan,Electronic check,0
44,57.56722518817265,5385.39,One year,Electronic check,0
3,49.68692745602808, ,Month-to-month,Bank transfer,0
61,84.90746587943931,2680.92,One year,Electronic check,0
64,52.83812278850811,1618.57,One year,Mailed check,0
31,83.02087483291442,799.77,One year,Bank transfer,0
33,80.98318054986945,5095.27,Month-to-month,Mailed check,0
71,76.34389273484588, ,Two year,Mailed check,1
38,58.04197042327977,5823.37,nan,Bank transfer,0
25,74.84997216514768,6431.12,Month-to-month,Mailed check,0
33,79.64854749854216,530.55,Two year,Mailed check,0
53,74.56868884954734,2589.4,Month-to-month,Mailed check,0
2,64.44194527512016, ,Month-to-month,Bank transfer,0
49,21.46670570462638,3541.23,Month-to-month,Bank transfer,0
11,78.7061707701151, ,Month-to-month,Mailed check,0
64,36.844438514271964,3475.49,Two year,Bank transfer,0
53,84.25759689471896,189.33,Month-to-month,Bank transfer,0
4,95.9344327922866,3671.78,Month-to-month,Mailed check,1
56,70.04453091307414,4986.11,Month-to-month,Bank transfer,0
16,74.23636649797383,2426.61,Month-to-month,Electronic check,1
46,115.14785596659911,5499.75,Month-to-month,Bank transfer,0
22,104.71673613725741,2805.28,One year,Electronic check,0
13,111.42365159514699,3206.39,Month-to-month,Mailed check,0
65,101.37662883195864, ,Two year,Bank transfer,1
50,30.891834184673144, ,Two year,Mailed check,0
37,34.89918559701947,1243.99,Month-to-month,Mailed check,0
63,72.66237972689595,3846.19,Two year,Mailed check,0
37,44.60696587979982,6449.73,Month-to-month,Mailed check,0
49,67.66954750411591,1315.7,Month-to-month,Mailed check,0
29,59.43653238183502,4786.27,Month-to-month,Bank transfer,0
50,74.94142384304533,510.82,Month-to-month,Electronic check,0
62,94.68757161358226,3836.83,One year,Bank transfer,1
51,91.54909070992744,1656.63,One year,Bank transfer,0
37,72.12341324853344,2861.45,Month-to-month,Bank transfer,0
29,102.23934188170581,3992.02,One year,Bank transfer,0
50,63.08620915380333, ,Month-to-month,Electronic check,1
4,109.67142898401224, ,One year,Bank transfer,1
28,27.12802700551639,1418.59,Month-to-month,Mailed check,1
3,115.46600300333074,332.0,Month-to-month,Bank transfer,0
9,85.46930814313482,3108.83,Month-to-month,Bank transfer,1
55,58.00745089372053,1045.91,Month-to-month,Electronic check,0
16,39.715412657287736,3047.7,One year,Electronic check,0
16,67.91832294436, ,Two year,Mailed check,0
68,39.4558323185301,3818.18,Month-to-month,Bank transfer,0
33,36.63316077431422,1692.99,One year,Bank transfer,1
5,81.73517574129741,2065.92,One year,Bank transfer,0
52,72.30847245817847,4214.2,Two year,Mailed check,0
65,87.00960346109417,2727.24,Month-to-month,Electronic check,1
42,112.96058774219892,2571.12,Month-to-month,Mailed check,1
22,73.22602133390401,4493.9,nan,Bank transfer,0
54,78.09320532627977,763.7,One year,Electronic check,0
15,28.962633915494212,2860.35,Month-to-month,Electronic check,1
7,91.76357859086295,1530.5,Month-to-month,Mailed check,0
3,59.99052068041562,4740.02,Month-to-month,Electronic check,0
3,117.67252386625789,202.54,One year,Electronic check,0
55,102.31740155956602,3718.04,One year,Bank transfer,0
24,72.24810405161183,3618.52,Month-to-month,Bank transfer,1
66,32.322265417216606,5133.26,One year,Electronic check,0
66,105.94157932805892,4963.92,One year,Electronic check,0
26,99.97810954240217, ,One year,Mailed check,0
31,38.4585129537033,4305.8,One year,Mailed check,0
49,49.527828922031006,874.26,Two year,Electronic check,0
60,99.34072581478372, ,Month-to-month,Bank transfer,0
50,38.522844654740965,0.0,Two year,Electronic check,0
18,111.77524891713773, ,Month-to-month,Electronic check,0
20,62.45274251963619,1159.27,Month-to-month,Bank transfer,0
4,28.703896258765866,621.73,Month-to-month,Bank transfer,0
41,101.57486435042809,1161.16,Month-to-month,Mailed check,0
60,57.35096830383876, ,Month-to-month,Mailed check,0
21,72.6499194153781,1678.69,Month-to-month,Mailed check,1
20,31.230434441121915,1393.83,Two year,Mailed check,0
69,20.25840148449824,384.66,Month-to-month,Bank transfer,0
0,83.79852057932976,1008.8,One year,Electronic check,0
4,71.51751703337317,358.54,Month-to-month,Mailed check,1
11,79.35385691231471, ,nan,Mailed check,0
45,99.37438503805163,86.86,One year,Bank transfer,1
33,84.66059134228601, ,Month-to-month,Bank transfer,0
48,37.47734428273772,3171.55,One year,Electronic check,1
44,56.07725191105998,916.12,One year,Electronic check,1
26,110.58911047877604,2095.66,One year,Bank transfer,0
25,96.9944700251679, ,One year,Mailed check,0
46,75.66370579367172,1088.33,One year,Mailed check,0
55,45.56449978092723,5009.02,One year,Mailed check,0
62,50.206050183479505, ,Month-to-month,Electronic check,0
47,93.19580675856345,662.57,Month-to-month,Mailed check,0
60,105.11742608527709,1181.19,Two year,Mailed check,0
25,87.14246695306144,269.33,Month-to-month,Bank transfer,0
35,100.95299757684418, ,Month-to-month,Mailed check,0
0,96.6656135200406,5131.52,Month-to-month,Bank transfer,0
7,34.97039679569578,1664.64,Month-to-month,Mailed check,0
51,62.3944812913302,1353.74,nan,Electronic check,1
46,35.29838008285627,3504.78,Month-to-month,Mailed check,0
55,43.52355848019848,846.43,Month-to-month,Mailed check,1
13,106.92596246510526,7372.03,One year,Bank transfer,0
27,67.28919656331821,926.6,Two year,Bank transfer,0
1,73.53581018426608,1028.67,Month-to-month,Bank transfer,0
25,37.84459652277721,2046.32,Month-to-month,Mailed check,0
13,51.2271786048796,3915.44,nan,Mailed check,1
58,43.024616842787,3413.35,One year,Electronic check,0
55,40.61861645184264,4437.11,Month-to-month,Mailed check,0
6,83.79607933159701,3748.4,Month-to-month,Electronic check,1
2,45.68838476457148,3395.34,Month-to-month,Bank transfer,0
22,83.20154860204184, ,Month-to-month,Bank transfer,1
17,25.845461410855393,2507.85,Month-to-month,Bank transfer,1
37,34.17743935271019,985.61,Two year,Electronic check,0
14,47.45402540001254,2987.92,Month-to-month,Mailed check,0
63,79.70469168956916,6506.84,One year,Bank transfer,0
27,87.5841245087376,2812.16,Month-to-month,Mailed check,0
38,64.27169667795272,5530.94,One year,Mailed check,0
56,64.5790914577229, ,One year,Bank transfer,1
16,92.45168513986181,5175.22,Month-to-month,Electronic check,0
43,21.582109176558244,249.49,One year,Mailed check,0
24,54.10900244742206,152.63,Month-to-month,Bank transfer,0
16,101.87070571192328,2870.47,Two year,Mailed check,0
12,80.32194102133722,5518.96,Two year,Mailed check,0
24,53.722713275542034,1915.58,Month-to-month,Mailed check,1
67,110.55247923296739,3320.63,Month-to-month,Mailed check,0
9,97.26227274493826,6729.34,Month-to-month,Mailed check,0
66,46.48954472367334, ,One year,Electronic check,0
17,84.52898375257169,3805.73,Month-to-month,Electronic check,0
33,79.57507281889568,1495.42,Month-to-month,Bank transfer,0
7,60.11879140389827,1599.46,Month-to-month,Electronic check,1
39,56.695607920480064, ,Month-to-month,Electronic check,0
41,54.35604747757039,4439.8,One year,Electronic check,1
40,81.71557833956467,1378.49,Month-to-month,Mailed check,0
5,64.24099364806695,1198.78,One year,Mailed check,0
51,103.1863113251422, ,Month-to-month,Bank transfer,1
25,86.96026161339618,674.9,Month-to-month,Bank transfer,0
63,26.993160570943413,780.01,One year,Bank transfer,0
58,84.01682238281661,2745.03,nan,Mailed check,0
55,47.11474365001848,4322.16,One year,Electronic check,1
58,79.28119916534227,4694.21,Month-to-month,Electronic check,1
69,88.01319311034514,999.19,Month-to-month,Mailed check,0
32,43.08291891540121,3440.03,Two year,Bank transfer,0
52,65.68586448803686,7267.27,Month-to-month,Bank transfer,1
21,39.032486281906785,2163.23,Month-to-month,Bank transfer,0
20,25.23388757865083,5099.25,Two year,Mailed check,1
69,57.84764234858691,4135.17,Two year,Bank transfer,0
69,56.2944271845992,1937.93,nan,Bank transfer,1
3,119.5480490704257,947.1,nan,Mailed check,0
61,64.63523511976422, ,Two year,Electronic check,1
61,53.35695494722004,855.23,Month-to-month,Mailed check,0
23,78.04750067166746,4446.86,Month-to-month,Mailed check,0
54,28.876739410776846,4152.14,One year,Mailed check,0
8,116.16657359548132, ,One year,Mailed check,0
2,83.49600455910331,775.43,Month-to-month,Electronic check,0
30,95.48378199408478,780.97,Month-to-month,Bank transfer,0
39,37.04779381739175,2040.79,Month-to-month,Mailed check,1
35,60.94778530052039,3124.0,One year,Electronic check,0
23,62.26891133961895,2582.97,Month-to-month,Bank transfer,0
5,102.18064439010868,478.07,Month-to-month,Bank transfer,0
65,20.123667975940943, ,One year,Bank transfer,0
3,50.08531083532551,7527.6,One year,Mailed check,0
5,118.12363743443039,3092.09,Month-to-month,Mailed check,0
50,67.48865435062186,1381.06,One year,Bank transfer,1
61,58.25262802440083, ,One year,Bank transfer,0
56,31.982900201764636,0.0,Month-to-month,Bank transfer,0
65,117.41646286280155,455.31,Month-to-month,Bank transfer,0
7,22.002635592582447,1441.99,Month-to-month,Bank transfer,0
25,93.71802250072432,499.47,Month-to-month,Bank transfer,0
50,96.85998047885084,623.85,nan,Electronic check,0
44,44.36567160638666,321.22,Month-to-month,Bank transfer,0
43,87.15584436130374, ,One year,Mailed check,1
4,29.292914437938993,0.0,Month-to-month,Mailed check,0
69,45.70472664320799, ,Month-to-month,Mailed check,0
25,98.7901988292265, ,One year,Bank transfer,0
67,106.46861920335402,3558.8,Month-to-month,Mailed check,0
18,80.84864126597913, ,Month-to-month,Electronic check,0
19,70.68384318204826, ,Month-to-month,Bank transfer,1
11,35.93040206189803,695.45,Month-to-month,Mailed check,0
46,26.310903307915016,3603.25,One year,Electronic check,1
0,31.764902847355863, ,Month-to-month,Electronic check,1
13,42.73573000960988,225.56,Two year,Mailed check,0
63,54.16745018969208,2869.29,One year,Electronic check,1
37,58.090952551098724,4375.15,Month-to-month,Mailed check,0
36,54.63217685890035,73.62,Month-to-month,Electronic check,0
10,43.905533219726564, ,Month-to-month,Bank transfer,1
2,70.9724246751698,1505.81,One year,Bank transfer,0
32,102.52861082328968,5026.49,Month-to-month,Bank transfer,0
5,47.97035384714792,906.91,Two year,Bank transfer,0
49,114.23870191022331,2809.21,Month-to-month,Bank transfer,0
9,107.33366617238478,4379.29,Two year,Mailed check,1
4,36.17642113521096,1777.96,Month-to-month,Bank transfer,0
22,98.62759567570944,2379.14,Two year,Bank transfer,0
9,77.45873823177666,1226.28,Month-to-month,Bank transfer,0
43,76.65753621714185,333.93,Month-to-month,Bank transfer,0
1,59.10427630581744,1173.39,Month-to-month,Electronic check,0
12,70.11529991820098,610.91,Month-to-month,Bank transfer,0
39,59.717877742921104,4900.43,nan,Bank transfer,0
1,73.97326187599428,2728.09,Month-to-month,Mailed check,0
64,82.79500527726358,1433.39,Month-to-month,Electronic check,1
62,87.43038064090484,1231.94,One year,Mailed check,0
16,73.24811925594261, ,Month-to-month,Bank transfer,1
8,92.14220673287318,1661.09,One year,Mailed check,1
14,34.12780492755058,1658.18,One year,Mailed check,1
23,41.198249090223854,4466.42,Month-to-month,Bank transfer,1
37,101.87350040742702,2442.76,nan,Electronic check,0
34,52.252797784641515,768.77,Month-to-month,Electronic check,0
48,22.289382497612024,5274.74,Month-to-month,Mailed check,0
68,35.37911496680311, ,One year,Bank transfer,0
61,42.361443449631125,6170.99,One year,Mailed check,0
59,115.73228878945872,1791.19,Month-to-month,Mailed check,0
49,77.30414289308493,1910.93,One year,Mailed check,1
8,113.27307404762549,1646.9,Month-to-month,Bank transfer,0
33,77.5163350496625,2629.36,Month-to-month,Bank transfer,1
34,67.93544401378517,4249.54,Two year,Electronic check,0
0,51.372769119409604,427.18,Month-to-month,Bank transfer,0
39,80.63709444333756,1356.99,Month-to-month,Mailed check,0
63,33.91980246175298,1765.0,Two year,Mailed check,1
21,109.82616272927059,2618.84,nan,Electronic check,0
59,102.93324051412837,921.04,Month-to-month,Bank transfer,1
63,51.753144787673705,1137.59,One year,Mailed check,1
71,115.27975276012943,898.18,One year,Electronic check,1
10,102.5200767415568,3226.22,nan,Electronic check,0
13,86.63068858350397, ,Two year,Mailed check,1
59,32.176191112527476,2605.32,Month-to-month,Mailed check,1
29,67.82340230480722,1846.69,Month-to-month,Bank transfer,0
34,70.61075548467508, ,Month-to-month,Electronic check,0
36,43.25513583653801,433.73,One year,Mailed check,0
4,27.996539435930195,4003.05,One year,Electronic check,0
25,97.67236304716927, ,One year,Bank transfer,0
61,32.2035052124395, ,nan,Mailed check,1
3,79.42907505617748, ,Month-to-month,Bank transfer,0
41,113.64491738836605,3694.5,Month-to-month,Electronic check,0
17,107.61051925980425, ,Month-to-month,Bank transfer,1
39,47.775262374926115,1956.31,Month-to-month,Bank transfer,0
71,105.14486375512654,661.4,Month-to-month,Electronic check,1
38,20.033250612048942,1697.05,Month-to-month,Bank transfer,0
13,21.76878096132572,1753.88,One year,Electronic check,0
31,80.25531638428649, ,Two year,Mailed check,0
50,56.47982191445295,3307.22,One year,Electronic check,0
37,58.64608411591471,1338.1,One year,Electronic check,0
22,76.44410906788825,216.83,Month-to-month,Mailed check,1
62,39.17824555918606,3891.03,One year,Electronic check,0
14,41.17553506654784,599.24,One year,Mailed check,1
24,68.46015870188647, ,One year,Mailed check,0
16,95.4253544343863,2661.12,Month-to-month,Electronic check,0
65,81.94977514075876,2831.67,Month-to-month,Bank transfer,0
52,49.73550482368389,1521.66,Month-to-month,Bank transfer,0
50,63.03371775089212,5598.42,One year,Mailed check,1
38,37.06647585499984,808.08,Two year,Bank transfer,1
50,27.462981433708173,1527.5,Two year,Bank transfer,1
69,98.26960407441493, ,Month-to-month,Electronic check,0
5,46.53874091881946,3497.87,One year,Mailed check,0
66,37.77663878512482,772.31,nan,Mailed check,0
6,89.16180555693194,4359.53,Month-to-month,Electronic check,1
50,81.80516742871859,508.93,Month-to-month,Bank transfer,0
71,83.31896260134641,4829.01,nan,Mailed check,0
41,42.88946048466136,4025.83,Month-to-month,Bank transfer,0
63,43.2645538562681, ,nan,Mailed check,0
14,42.080262978563916,2994.9,nan,Mailed check,0
28,37.37525956622945,1627.49,One year,Mailed check,0
32,85.57236725616563,1170.24,Two year,Mailed check,1
26,104.80158852494014,7246.87,One year,Bank transfer,1
35,92.43174696766613, ,One year,Bank transfer,0
28,99.20936337605433,383.53,Month-to-month,Bank transfer,0
37,60.479842908519984,862.3,Month-to-month,Bank transfer,0
56,85.40757953719981,3480.52,Month-to-month,Electronic check,1
26,55.42362404447745,1570.8,One year,Mailed check,1
54,72.550462196864,7063.55,Month-to-month,Mailed check,1
32,68.16348465348624,967.07,Month-to-month,Mailed check,1
67,37.68871451438544,3032.78,Month-to-month,Electronic check,0
65,58.70787603356308, ,One year,Bank transfer,1
9,116.3822275482351,3858.48,nan,Mailed check,0
4,44.85802577149421,5358.64,nan,Bank transfer,0
37,33.38037362794887, ,Month-to-month,Bank transfer,0
12,61.85806216239353,2855.85,Two year,Electronic check,0
30,99.03377358601482,3548.32,One year,Electronic check,0
46,78.21482297799723,724.48,One year,Bank transfer,0
51,88.09748272382446,6491.7,One year,Mailed check,0
55,38.969484817467716, ,Month-to-month,Mailed check,1
14,81.89481930077216,1719.94,nan,Electronic check,0
28,52.35003949114738,5483.84,Month-to-month,Electronic check,0
7,103.43033659547675,4175.41,Month-to-month,Electronic check,0
4,82.92988060107362,483.88,One year,Electronic check,0
28,39.88562777752959,5467.2,Month-to-month,Electronic check,0
46,26.461667984408614,495.52,Month-to-month,Electronic check,0
67,24.263320928703273,905.29,One year,Electronic check,0
44,57.14085676501407,864.09,Month-to-month,Mailed check,1
1,46.58511366543135, ,One year,Electronic check,1
26,84.60901234625081,1814.55,One year,Electronic check,0
35,69.93338349786183,951.68,One year,Mailed check,0
35,46.60192780053807, ,One year,Mailed check,0
25,34.923777795017614,5361.89,One year,Bank transfer,1
42,32.71997626874496,1166.17,One year,Electronic check,0
26,106.46603921404177,1383.67,One year,Electronic check,1
68,44.34779684048672,864.11,One year,Electronic check,1
19,85.17106479109684, ,One year,Electronic check,1
10,101.06859279862663,2715.61,Two year,Bank transfer,1
37,81.4081311184736, ,Month-to-month,Mailed check,0
5,105.95652316469457,790.32,Month-to-month,Mailed check,0
71,59.23937215284745, ,nan,Electronic check,1
22,115.62221906489484,3100.96,Month-to-month,Electronic check,0
46,33.3145004178097,4578.66,Month-to-month,Electronic check,0
45,30.21495296575381,3725.73,One year,Bank transfer,0
11,85.86921462074436,1911.69,Month-to-month,Bank transfer,0
12,114.28311414132618,6900.69,Month-to-month,Mailed check,1
61,100.8883461636328,947.94,nan,Electronic check,0
59,27.641685943805143,247.72,One year,Electronic check,0
42,47.93677139347164,2917.55,Month-to-month,Electronic check,1
67,113.03188848378237,90.25,nan,Electronic check,1
4,45.305843280078456, ,nan,Bank transfer,0
36,98.11704237869192,768.34,Month-to-month,Mailed check,0
71,102.51321959287039,2637.81,Month-to-month,Mailed check,0
30,69.54521034609817,4791.64,Two year,Bank transfer,0
8,58.63489098483155,6243.45,One year,Electronic check,0
50,65.01244324197597,2533.54,One year,Mailed check,0
28,42.69646943653642,2996.8,Two year,Mailed check,0
39,108.93909161288443,540.55,One year,Bank transfer,0
40,65.06196567297579, ,Month-to-month,Electronic check,0
10,108.24594404560997,577.74,One year,Mailed check,0
22,30.56934799062741,859.08,Month-to-month,Electronic check,0
0,118.82752710001313,1439.22,One year,Mailed check,1
45,64.32730874436183,85.35,One year,Bank transfer,0
20,24.783082039410544,2349.09,Month-to-month,Electronic check,0
35,23.802184823745492,4611.48,One year,Bank transfer,0
53,94.62072574818386,4186.28,Month-to-month,Mailed check,1
56,85.90355342036808,646.8,Month-to-month,Bank transfer,0
0,100.21305581275875,2231.07,One year,Bank transfer,0
62,30.536753395280595,2535.89,Month-to-month,Bank transfer,0
53,23.557086703554834,5580.8,One year,Mailed check,1
54,70.85792894475784,7221.65,Month-to-month,Electronic check,0
39,58.759523148276955,2392.8,One year,Bank transfer,0
14,66.19469366709558,1195.21,Two year,Electronic check,0
20,119.1588408870274,5340.91,One year,Mailed check,0
46,117.07499576706702,1994.4,Month-to-month,Electronic check,1
52,114.23153896731928, ,nan,Bank transfer,0
8,98.38426767676738,599.11,Month-to-month,Bank transfer,0
51,55.48413602568904, ,Month-to-month,Bank transfer,0
56,61.21309302627716,4794.35,Month-to-month,Bank transfer,0
25,74.96160437189245,1790.04,Month-to-month,Bank transfer,0
40,103.05344564048399,5836.31,nan,Bank transfer,0
34,26.871283251826775, ,Month-to-month,Mailed check,0
62,62.429688588488816,972.92,One year,Mailed check,0
24,28.26176634592687,1439.43,One year,Mailed check,0
37,71.46575865735116,587.71,Month-to-month,Electronic check,1
1,109.89008240062354,76.85,One year,Electronic check,1
6,98.24849245639379,1106.97,Month-to-month,Mailed check,1
33,42.784241754311,369.7,Month-to-month,Electronic check,0
16,117.59908495987925, ,Month-to-month,Electronic check,1
42,86.73503980464284,2535.58,nan,Bank transfer,0
58,21.042769939740307,207.01,nan,Bank transfer,0
50,45.54134846852195,1803.77,Month-to-month,Electronic check,1
53,46.071329991991654,622.47,Month-to-month,Electronic check,0
23,26.925430628585993,2745.66,One year,Mailed check,0
24,115.9826518075929, ,Month-to-month,Electronic check,0
70,67.82552945759238,1767.11,Two year,Bank transfer,0
51,109.5814597371882,1207.7,One year,Electronic check,0
69,52.221550344462834,1158.72,Month-to-month,Mailed check,0
32,32.523357043282715,3649.64,Two year,Bank transfer,1
48,67.43361099062139,3152.11,Month-to-month,Bank transfer,0
28,31.395663471431718, ,nan,Bank transfer,0
62,68.60155029775399, ,nan,Bank transfer,0
21,112.02971812194077,1110.9,Month-to-month,Electronic check,0
25,72.07681418342128, ,Month-to-month,Mailed check,1
27,81.64997268950835,2072.96,nan,Electronic check,0
48,35.66384369738083,4437.59,nan,Electronic check,0
70,24.37356258799695,1608.47,Month-to-month,Bank transfer,0
48,31.080796217980705,2874.8,Two year,Mailed check,0
19,79.85315756843656,3770.23,Month-to-month,Bank transfer,0
62,29.501169899230465,2638.77,Month-to-month,Electronic check,0
60,57.59928899413114,2542.79,Two year,Electronic check,0
48,75.0091940458156,275.21,Month-to-month,Bank transfer,0
70,58.8652798629847,667.76,nan,Electronic check,0
0,36.36838014653015,1295.45,Month-to-month,Electronic check,0
12,47.379130751410656,2097.98,One year,Bank transfer,0
50,112.8317532848577, ,Month-to-month,Electronic check,0
55,87.59822755863554,4235.22,One year,Mailed check,1
61,69.60478386798866, ,One year,Bank transfer,0
31,21.271488998689353,3559.61,Month-to-month,Mailed check,0
29,119.24154004894702,1093.93,One year,Electronic check,0
28,87.14549348946433,717.19,Month-to-month,Electronic check,0
48,51.692247734494494,1437.47,Month-to-month,Bank transfer,0
44,107.92686599978381,307.9,Two year,Electronic check,0
29,45.84316202918181,5247.67,Month-to-month,Bank transfer,0
15,74.40165791827516, ,One year,Bank transfer,0
39,83.6070763729825,834.19,One year,Bank transfer,0
18,42.10633714537285,5261.12,One year,Bank transfer,0
17,117.83972788005958,5213.32,Month-to-month,Bank transfer,0
0,94.81919059789975,6606.18,Month-to-month,Mailed check,0
46,75.781322551107, ,Month-to-month,Bank transfer,0
65,38.05945981753008,2630.04,One year,Mailed check,0
37,25.385820699802615,1021.68,Two year,Electronic check,1
50,52.005983252098346,1231.97,One year,Bank transfer,1
62,95.31873359134028,2457.36,Month-to-month,Electronic check,0
3,46.9331298302025,2033.68,Month-to-month,Bank transfer,0
0,73.95562204955051,162.43,Month-to-month,Mailed check,0
7,92.79471767307432,519.02,Month-to-month,Mailed check,1
28,30.794371464646435,445.29,Month-to-month,Mailed check,0
54,88.52980161158733,2141.66,Month-to-month,Electronic check,0
2,29.18708877100447,1004.63,Month-to-month,Bank transfer,0
31,116.51297421269966,364.13,Month-to-month,Electronic check,0
9,68.83941300649396,3424.78,Month-to-month,Mailed check,0
33,35.06761077098774, ,Month-to-month,Electronic check,0
54,54.23836360335465,993.39,Month-to-month,Mailed check,0
31,61.34164492952615,603.51,Month-to-month,Mailed check,0
49,95.81850110765373,2866.75,One year,Mailed check,1
