tenure,monthly_charges,total_charges,contract_type,payment_method,random_noise_1,random_noise_2,churn
56,37.375347530756684,1433.58,Two year,Bank transfer,1.5599377023728207,76.33076152122106,1
35,97.08541085409898,2538.44,Month-to-month,Bank transfer,2.2240447786883,58.645951237479764,0
44,114.7297888256338, ,One year,Mailed check,1.6376525083991214,26.124513245358237,0
19,36.637758693227234, ,Month-to-month,Mailed check,2.40301819178549,98.19053222869428,0
64,97.09842925321355,3025.25,One year,Electronic check,0.43652966781256114,89.78981047742522,1
7,90.85720046026293,1754.1,Two year,Bank transfer,-0.9030205826445835,12.851566844411643,1
15,67.35738884350886,2624.69,One year,Mailed check,-1.0003925694854803,2.6158342323419848,1
13,25.79204605587983,1488.44,Two year,Bank transfer,1.3963306074415196,68.83307623326769,0
14,27.469441775785402,5627.61,Month-to-month,Bank transfer,0.05162650281041989,60.41306288565351,0
65,105.24146591986477,1234.34,Month-to-month,Mailed check,0.12613151584601573,93.58156241111459,0
31,119.0148372750647,3593.14,Two year,Electronic check,-0.5490710879538135,23.400528716036984,0
62,87.60522571867544,5016.47,Month-to-month,Bank transfer,-0.4291739396492827,8.438794789498704,0
50,64.59583070103216,1447.65,Month-to-month,Mailed check,0.38375928977692547,25.921533377198646,0
24,84.75736434019076,1372.85,One year,Electronic check,-1.0552234901240367,1.892764051146345,0
57,79.43958592285453,1582.1,Two year,Bank transfer,0.2571384658080956,3.5892751188932426,0
62,58.36122604056218, ,Two year,Mailed check,1.5110801951351294,91.48578059207595,0
61,26.562614457401295,6145.79,Month-to-month,Bank transfer,-2.133635841658821,35.201658250187826,0
21,102.15129474074409, ,Two year,Mailed check,-1.5413118780771136,41.080900100968066,0
57,57.18335292387246,1069.12,Month-to-month,Mailed check,0.6756099615030581,1.837165453810441,0
57,101.87856433570937, ,Month-to-month,Bank transfer,1.3639678736608631,27.05217801718466,0
48,45.25087496883822,2790.58,One year,Bank transfer,-0.4898927301396818,80.4725983741431,0
51,20.10294798456334,1175.34,Month-to-month,Mailed check,-1.9982406150445386,61.54909596667192,1
41,35.89382832767565,2395.0,Month-to-month,Electronic check,1.431924173940752,75.37806010864153,1
69,66.85394167685843,2921.91,One year,Bank transfer,-0.8110651519145244,44.721374079378506,0
14,114.43036349578298, ,Month-to-month,Mailed check,-0.3612463429276125,30.972922175133,0
53,30.2193619693719, ,Month-to-month,Mailed check,0.3190448723197766,48.28100933283703,0
59,105.4209774461566,1458.5,Month-to-month,Electronic check,-0.6664333719107574,32.307106840575116,0
7,72.7024096211862, ,Month-to-month,Electronic check,-0.8761297271571948,83.8971096674068,1
52,102.59207657998967, ,Month-to-month,Electronic check,-0.8578001925640888,29.767371559284573,0
59,49.83744309899926,784.86,One year,Bank transfer,1.8579285609276832,65.97636404530837,0
4,103.99471646724719,0.0,One year,Mailed check,1.1596135884252812,13.698222230952783,0
67,97.28227800168045,1467.44,Month-to-month,Mailed check,0.5745173406171817,68.686649373491,0
5,43.00536830314339,6028.27,Two year,Mailed check,-2.186433225734566,91.32997116000338,0
46,33.13351264093781,5446.35,Month-to-month,Electronic check,0.5781918950555868,60.858315463990834,0
54,106.80543225322928,172.07,Month-to-month,Mailed check,0.5242002084094691,55.98553800344772,0
39,116.3236653440132,1427.79,Two year,Bank transfer,-1.2781331401851659,96.11182680216402,0
51,23.130231374751624,1985.97,Month-to-month,Electronic check,0.2587101334738328,62.73965553158464,1
15,93.12700669736856, ,nan,Electronic check,1.051492496258689,25.955043327308257,1
12,110.95245109478184,4204.19,Month-to-month,Electronic check,0.5693659185937734,29.23910238477404,0
29,105.73600920924986, ,One year,Electronic check,-0.6801694017002259,70.53066425359272,0
18,116.45204722702086,7065.84,Month-to-month,Bank transfer,0.01326464308397327,73.54365938921863,0
16,96.00940784380971,840.97,Month-to-month,Mailed check,0.7303569312011988,30.34962317890152,0
62,64.22987623809102,5184.07,Month-to-month,Bank transfer,0.05945203421764927,34.53439779263302,0
18,51.19519904951304,4249.69,One year,Mailed check,1.2542848891068952,99.1056508739087,0
57,52.07427404381274, ,One year,Bank transfer,0.3956815568401087,10.195254958027745,1
54,92.4422672614117, ,nan,Electronic check,0.7529226652878308,40.46450284400993,0
61,94.58370120309642,1383.99,Month-to-month,Electronic check,0.8214006469917599,6.2447531197507455,0
22,40.03591435487127,2652.55,Month-to-month,Bank transfer,-1.066682703305863,82.1078361998241,0
8,106.8122813490531,754.26,Month-to-month,Bank transfer,0.04998603535667909,9.234583894543224,0
11,91.49240402022477,263.52,One year,Mailed check,-0.33235447351896474,67.40073564627112,0
0,76.27502863433827,2398.13,Two year,Bank transfer,1.0438459948070786,5.648342400348206,1
57,67.15324601025128,1648.95,Month-to-month,Bank transfer,0.4632330467040246,67.28550378096911,1
0,74.32328057899582,4532.35,One year,Mailed check,-0.18821246210559028,84.30369469277032,0
33,35.92457382792645,3926.88,Month-to-month,Mailed check,-1.2818514034426631,39.88215269240574,0
47,40.370124927627415,1322.43,One year,Mailed check,-1.596908332120541,52.212649343217684,1
0,29.116449040619166,5060.36,Two year,Bank transfer,0.31034261994495355,40.15417380052825,0
15,35.36580381611127,3894.15,Month-to-month,Mailed check,-0.71721267723346,30.04887586326389,1
60,65.36936346052826,4067.29,Month-to-month,Electronic check,0.6661264680972329,80.32634006271282,0
63,73.0354393728256,772.51,nan,Electronic check,-1.6431402650762263,27.200257373098967,0
62,21.78618924783194,2165.94,Two year,Electronic check,1.5929511982088904,72.29434243894471,0
68,99.67978278640275, ,One year,Bank transfer,0.6638640899316747,20.619707925520224,0
21,49.41679733434779,3513.38,One year,Electronic check,0.09918508997772751,24.985379607832957,1
66,111.18360349599111,525.23,Month-to-month,Bank transfer,1.683058936402732,33.646116257721225,0
25,116.75112636137777,2134.99,One year,Bank transfer,0.9484179342211362,58.91563773937882,0
15,38.54588746766544, ,Two year,Electronic check,-0.47500323861704385,45.44223191595411,0
50,66.20972907656606,1175.09,One year,Mailed check,0.07757630977832912,74.51448098278203,1
56,20.123183516642587,5557.61,Month-to-month,Bank transfer,-1.9642742998147456,21.356730033619233,0
28,79.83272651224269,45.9,Month-to-month,Electronic check,1.0641903105488508,1.0672287848834117,1
68,80.73064482626712,2279.48,Month-to-month,Bank transfer,-0.2959516779917219,77.655747178522,0
46,44.753995560337515,388.46,Month-to-month,Mailed check,-1.977224845238982,82.16493338800724,0
61,75.84126725831979,748.29,Month-to-month,Mailed check,-1.1818385694089915,5.948016310838955,0
68,42.55401424437355,4889.14,Month-to-month,Electronic check,0.8709120484494098,61.09075221583965,0
15,36.08254690781901,3884.03,Month-to-month,Bank transfer,1.6138027150361531,37.820678387307794,0
47,85.15194668022647,3873.58,Month-to-month,Bank transfer,0.02042551891808693,79.38956551945168,0
38,52.59254639520749,747.62,One year,Bank transfer,-0.9820513419928936,87.44145541964785,0
32,79.02639388856224,3666.64,Month-to-month,Bank transfer,-1.4207496896791019,85.1003766797249,0
22,63.32467489716556,1033.24,Month-to-month,Electronic check,1.4146146181411081,77.72042473508522,0
9,118.4351407402904,2117.14,Month-to-month,Mailed check,0.44946777844722735,26.905222874216296,0
68,34.95806426675658,2771.78,Month-to-month,Electronic check,-0.3301396206447463,81.18896435683168,0
33,66.45985966358101,6509.79,One year,Bank transfer,-0.5682717860755409,53.34784759062927,0
51,88.04566263593253, ,Month-to-month,Bank transfer,0.6718296377336284,5.275661483209082,1
9,59.55450838799687,2704.65,One year,Mailed check,0.6443184940713603,45.693884989824895,0
18,117.46998518706899,1401.58,nan,Bank transfer,-0.8965844134559455,94.21579170299933,0
57,92.18876279269351, ,One year,Electronic check,-1.1423724909009423,88.78593497355527,0
0,85.69838575644931,3763.92,One year,Electronic check,-1.0919026957134945,10.226428099711605,0
68,95.70592676112233, ,Two year,Mailed check,-0.4682245804743566,74.41266857143702,0
3,115.2648638038717,2312.12,One year,Electronic check,-0.6897854535827563,80.57928659582348,0
15,110.78186529846401,1543.96,Month-to-month,Electronic check,1.6180920181695657,27.13881882367648,0
23,92.42853081264118,2555.78,Month-to-month,Electronic check,-0.5037806222594391,47.16085707410923,0
1,94.9161639101283, ,Two year,Electronic check,-1.24966644794973,71.09879414636829,1
31,34.59220740351455, ,Month-to-month,Bank transfer,-1.1934974408995274,43.90414888211479,1
23,30.279240449266567,2721.66,Month-to-month,Electronic check,-0.18397160104159538,11.279691886657695,0
11,77.09045018441643,6698.12,One year,Mailed check,-1.8221241229788405,70.58824446817215,0
49,21.836763694054,373.52,Two year,Mailed check,-0.060120713862396494,91.16386897353036,1
34,68.23563815515917,106.52,Month-to-month,Electronic check,-1.3362095004815642,65.24847284061576,1
32,41.034957991886856,4461.03,One year,Mailed check,1.1586103667417011,77.38007485690339,0
32,54.601656764483955,5723.05,Month-to-month,Electronic check,0.11656234924194496,35.83625356578285,0
60,97.5804735792956,352.51,One year,Mailed check,2.1210236015324435,18.319824512663484,1
50,114.12375042323865,6022.98,Month-to-month,Mailed check,-0.22820057950221062,64.27736616182925,0
42,27.24162721463415,2873.3,Month-to-month,Electronic check,-3.131743833970254,32.77712058412189,0
11,73.4242205976445,3113.8,Two year,Electronic check,1.4576812003562039,86.00735189897928,0
66,108.25334858196, ,Month-to-month,Bank transfer,0.5019231584770683,12.262804997800657,1
64,28.25085344404213,3514.39,One year,Electronic check,0.6569078789606734,43.34636997331237,1
32,102.45140468968339,699.43,Month-to-month,Electronic check,-1.0025835897440492,39.67276004683858,0
39,55.78013509282714, ,Month-to-month,Bank transfer,-0.04284805559538902,93.80538535539297,0
42,52.209470221933536, ,One year,Electronic check,0.18646087513565981,15.313480060440387,0
43,117.74663863147858,1967.97,Month-to-month,Electronic check,-0.23782061760609857,0.9846825012010951,1
28,40.08590898622941,4211.85,Month-to-month,Bank transfer,-1.734362825253474,23.80852128071176,0
12,89.31939408226809,3290.38,Month-to-month,Electronic check,2.7686920482590542,82.02768597686546,1
11,102.14407280098665,1871.69,One year,Electronic check,0.8358292378282252,20.932181604701704,0
45,24.118349527927165,5272.38,nan,Bank transfer,0.4205840470203958,24.08780637054827,1
1,87.03854583544123,1724.72,nan,Bank transfer,1.3138856210139793,12.98988045368108,0
34,115.15499743553269,2528.74,Month-to-month,Mailed check,0.6441922110388413,71.54362032765404,0
7,32.42199667280593,3645.8,Month-to-month,Electronic check,-0.6772028800797005,6.917419050541717,0
25,109.62213026850382,535.62,Month-to-month,Mailed check,1.24978275781769,33.120830232852164,0
33,79.4776637376936,1529.69,Two year,Mailed check,0.852216006578015,28.249872662096454,1
6,81.66045818624741,1394.1,Month-to-month,Bank transfer,-0.6392858173140586,55.51597297901548,0
67,81.29441748656059,3078.64,nan,Electronic check,0.7900146682850447,73.04162650197355,0
57,49.883588633731385, ,Month-to-month,Electronic check,-0.24057003217608117,53.28764346967474,0
28,113.52018152994597, ,nan,Bank transfer,0.20847819979861298,93.10259929750676,1
35,114.73504626310387,2800.38,Two year,Mailed check,0.5996504669132261,95.14426388873319,0
20,82.53046602139477,4383.7,Two year,Bank transfer,1.36849770130496,36.14653284985154,0
35,98.34227259416147,1652.97,Month-to-month,Electronic check,-0.6459959851270541,77.76803762748928,1
9,81.2257985881158, ,Month-to-month,Bank transfer,0.3649621806522634,73.88013832681897,0
23,68.43984475740406, ,Month-to-month,Electronic check,2.0157262262311955,89.29645917048273,0
63,86.08201182992507,1599.54,Month-to-month,Mailed check,-0.17604749602695166,44.79436402077033,0
48,75.30014525919584,1704.2,Month-to-month,Electronic check,0.1965567776995822,53.04731871977923,0
35,79.747586263193,2301.41,One year,Mailed check,2.014230474477988,41.577431358157405,1
23,98.3832553418862,5235.09,Month-to-month,Mailed check,0.6374774719491045,85.03769192997056,1
22,68.09038314489848,1357.02,One year,Electronic check,-1.4739802791611158,22.970231536213436,0
61,24.075410609247278,2011.69,One year,Electronic check,-0.7954776521543648,23.97090782424447,0
36,36.39994809894972,1039.82,Month-to-month,Mailed check,0.689579214365443,37.26051035770798,0
11,63.860721648953835,4160.88,nan,Bank transfer,0.42300490789047507,23.034283210235117,0
54,92.48265598740583,1222.28,Month-to-month,Electronic check,0.16257986673881944,56.100683641492076,0
12,79.32786483101788,2109.46,Month-to-month,Mailed check,2.1612241831664645,13.44901064955023,1
22,85.02941858734539,2274.41,Month-to-month,Mailed check,-0.6174871561583948,32.01862194040553,0
29,67.92789285762873,282.76,Two year,Bank transfer,-0.07441382343203615,91.344469847559,0
16,81.57420219422428, ,Month-to-month,Electronic check,-1.9631102094382356,40.922548019179594,1
61,52.90174378146622,7508.45,Month-to-month,Mailed check,1.160659888800972,74.82337164935092,1
12,67.01825926966652,2775.92,One year,Bank transfer,-0.79885230106258,11.3462191706574,0
58,94.42790655949555,124.82,Month-to-month,Mailed check,1.057136768800929,24.756450814178464,1
18,107.18327789731212,2119.58,One year,Electronic check,0.9520301314373013,80.73456212003686,0
48,63.36553339563889,4339.97,nan,Bank transfer,2.3490992587877786,76.29929362896941,0
11,24.366165770736117, ,nan,Mailed check,0.6492755765312118,38.615591859382114,0
60,36.167254414680265,3727.88,Month-to-month,Bank transfer,-0.3560866243201088,95.43969020334742,0
18,22.08611392915381,1555.95,Month-to-month,Electronic check,0.4536229599970921,91.06430158345454,0
8,85.32630192373301,2331.63,Month-to-month,Bank transfer,-0.7592528478285878,96.23007491122398,1
70,53.23146253551089,0.0,Month-to-month,Electronic check,0.31916017750890896,42.791469018778535,1
27,74.24786357193675,7835.26,Month-to-month,Mailed check,-0.2009025055423723,19.747358368568303,0
51,69.32768467837997,1027.27,Month-to-month,Electronic check,-0.07033844967187146,62.6658639091341,0
15,28.152648955242668,514.44,nan,Mailed check,-0.8983664879275637,68.47731582791985,0
68,60.32613611238318,1317.34,nan,Mailed check,0.30044605976277644,12.544178445052001,0
11,42.05611249223233,1154.56,Month-to-month,Electronic check,0.8242300256860687,78.6483034295906,1
24,61.83997886676527,5966.91,Month-to-month,Mailed check,-1.652096794671727,1.8060219759960527,0
51,40.35782803422427,1192.81,Month-to-month,Bank transfer,-0.6885926532651374,48.272838747678335,0
52,104.04524062769335,272.39,Month-to-month,Mailed check,0.16804716918027035,33.10162594948949,0
22,37.41933365782536,1720.79,One year,Electronic check,-2.347316641213414,74.03030598990841,0
15,116.0780551486977,430.16,One year,Bank transfer,1.7402644337129187,31.276072742181594,0
56,61.59073661469408,1364.81,Two year,Bank transfer,-0.711110814553055,82.68071127810327,0
38,104.62452920190493,2777.28,One year,Mailed check,-0.9380875187584282,59.49534887808105,0
52,82.8764818205945,2570.84,One year,Mailed check,-0.20734227625678847,79.38933617620721,0
41,93.53502986657526,794.42,One year,Electronic check,0.1373728387982237,98.93406378396237,0
57,96.77238880667802, ,Month-to-month,Bank transfer,-0.7564728979523375,67.91583457435569,0
38,70.48448818930177, ,One year,Electronic check,0.980413665988927,98.49503163616441,1
13,74.33005233632883,3791.57,Month-to-month,Mailed check,0.3997065394412232,2.8836326921705346,1
4,71.3995867808725,3022.12,Month-to-month,Bank transfer,-0.8372418936053557,33.81399884838084,1
34,78.80583780900793,1128.75,Month-to-month,Electronic check,-0.5224051169223715,10.785326456230916,0
17,22.93944457565073,6377.83,Month-to-month,Electronic check,-1.5167696963903192,26.230493138443954,0
8,59.551516984901525,3513.07,nan,Electronic check,-1.253340895534836,83.88878991257744,0
57,80.61887135611715,4452.44,Month-to-month,Electronic check,0.3875983282123615,3.232326532609031,1
16,79.77235652558643,3030.4,Month-to-month,Electronic check,-0.8268645560698286,52.01829357323937,0
6,99.29560946056316,518.96,Month-to-month,Bank transfer,1.8042844530490925,56.7128707532373,0
45,85.50093388321085,2289.97,One year,Electronic check,0.07092320030914248,56.11511466719561,0
12,119.21333163406723,1166.98,Month-to-month,Bank transfer,-1.3528234251039952,47.52970738232557,0
39,48.385452860864504, ,nan,Electronic check,-1.1433472860675626,79.06029647697554,0
41,55.915102966623145,5191.98,Two year,Mailed check,1.052969694681428,13.354308950555115,0
8,58.38471518677963, ,One year,Mailed check,-0.07651360260907436,31.057701555078733,1
49,66.58128070202486,5091.3,One year,Electronic check,0.9919948265576358,61.57260534451727,0
26,103.59980637812095,4145.36,Month-to-month,Mailed check,-0.36648798007806566,69.09513662679558,1
65,43.579209395920984,254.73,Month-to-month,Bank transfer,-0.5602320925035101,40.41484317770563,0
4,97.60002070354295,1482.82,One year,Electronic check,1.119447371034385,87.53712633272332,1
28,60.53101830857434,2452.81,Month-to-month,Bank transfer,-0.8585773770285927,41.54933966959143,0
36,80.18553836620086,1467.72,Month-to-month,Electronic check,0.4890541333703617,40.27761343483331,0
37,83.25405332263061,709.97,One year,Mailed check,-0.21178361040136787,3.6207261487384956,0
7,57.28486371889345,935.2,Month-to-month,Bank transfer,0.8787234133757746,55.114133619473385,0
64,71.26152052058052,2678.37,nan,Mailed check,1.8184839875357999,70.8680838511905,0
16,61.3031174647697,5506.46,Month-to-month,Mailed check,-0.39217768320100915,11.44381635168481,0
70,26.913278618661945,2933.27,One year,Electronic check,-0.5471421387964559,30.543276608787085,0
44,63.71653888168265,6405.73,One year,Bank transfer,0.6658083890373555,78.12569537828522,0
3,29.73933925535522,2458.94,One year,Mailed check,-1.0820035952030682,36.591943541357544,1
35,60.50207990803215,3624.69,Month-to-month,Electronic check,1.6164654578500353,24.16024620400399,1
69,79.29183998317819,1285.76,One year,Electronic check,1.4460225500564732,67.22006635651123,0
30,77.94148993435007,5537.56,Two year,Electronic check,-0.9991196391604305,19.675877767165563,0
18,86.26212790083204,611.86,Month-to-month,Mailed check,-1.5831248194069063,89.56529195831769,1
60,29.526150795462627,1716.47,Month-to-month,Electronic check,-1.1605771528562179,10.559839602614096,0
53,85.21232455304379,403.67,One year,Bank transfer,-1.1453696399591178,70.6549802282827,0
38,51.214805669644704,2373.98,One year,Bank transfer,0.8017605643549766,49.954870128637516,0
18,59.90459461371111,3285.42,Month-to-month,Mailed check,1.5491703157794035,86.99295623969935,0
38,105.79862539227058,0.0,nan,Bank transfer,0.7901262126188239,12.61950910262366,0
66,20.903040412955026,866.35,Month-to-month,Electronic check,-0.23619221661645742,67.78949184960878,0
44,78.84126333406054,2061.21,Month-to-month,Mailed check,0.34249846691041386,57.20546391813814,0
12,79.87139801001075,6366.05,One year,Electronic check,-0.8697780328050354,48.009014224004645,0
57,59.665977634356196, ,One year,Mailed check,1.0972080455642323,49.14072634326684,1
19,43.702785710833616,6798.76,Two year,Mailed check,0.4320289399825326,72.19769617985308,0
71,43.467403826155106, ,nan,Electronic check,0.773197782016463,93.77416549348222,0
60,108.37096696607526,7082.61,Month-to-month,Bank transfer,-0.7275357018597756,9.125165911904809,0
38,64.20243737828575, ,Month-to-month,Bank transfer,-0.1685971868686465,1.950264761052023,0
0,53.08893629891719, ,Month-to-month,Mailed check,0.725073139981203,80.57047924812035,0
2,64.8777573831403,6560.65,One year,Electronic check,1.4435128995236148,10.816938755075933,0
61,86.93904014593613,615.23,Two year,Electronic check,-0.6080997594485849,98.66967960804239,0
62,34.57565682447517,2335.17,Month-to-month,Mailed check,0.7804519071708196,61.93482489588372,0
24,64.94338352137376,5181.49,Month-to-month,Bank transfer,-0.7120717966102839,65.08663952541407,0
55,78.78843711103869, ,Month-to-month,Electronic check,2.117193772826609,19.88917029380174,0
32,114.85833548514337,3732.15,Two year,Bank transfer,-0.41482470827252926,24.031231029667445,1
37,45.25277820754192,5075.08,Month-to-month,Bank transfer,0.6435051740521115,65.93503030992501,0
5,55.92507479162455,4016.93,Month-to-month,Mailed check,0.16560961523363255,90.97268379341969,0
57,57.93585899224238,1033.8,One year,Mailed check,2.6053031213604934,98.23905545175666,0
43,80.55381576448829,7056.53,Two year,Bank transfer,0.22990160802456372,19.803094663109366,0
44,55.67320530400016,2826.73,One year,Electronic check,-0.5150560229901281,13.411962270979016,1
31,73.35119252996955,2926.85,One year,Electronic check,0.6395065126130629,5.640135776079047,0
44,98.17903298450294, ,Month-to-month,Mailed check,0.6172408667753729,86.82970181613278,0
60,90.53855941122036,1676.37,One year,Bank transfer,-0.15746986375894198,29.471484685646875,0
46,64.63686465125855,2422.64,One year,Electronic check,-1.0947658642281084,0.18120338692516613,0
20,106.42161776741689,3715.29,nan,Electronic check,-0.5279988613903566,22.381808605642885,0
35,75.81402495938629,931.08,Month-to-month,Mailed check,0.8814989481449192,34.044108009941844,0
18,73.99058395022125, ,Month-to-month,Bank transfer,-1.7474489462339629,99.09861694966852,0
19,23.41877659391582,1533.06,Month-to-month,Electronic check,-0.2480458993857131,52.354159385708165,1
56,118.66929803571615,32.74,Month-to-month,Mailed check,0.9948639218167833,20.47139475951013,0
17,32.29708085296267,3010.15,Two year,Electronic check,-0.09349621900004769,33.48183447134511,0
46,43.11309124276466,2048.42,Month-to-month,Electronic check,2.173710139552743,33.030768755687845,1
48,25.169683724152698, ,Month-to-month,Electronic check,-1.7446502402986523,1.9725746463175486,1
13,84.00029668369137,5102.99,Month-to-month,Mailed check,-0.9613678689194338,13.518305417143006,0
14,42.470117697267995,544.11,Month-to-month,Bank transfer,-2.314633802252788,69.51964597032112,0
30,38.00104374727235,889.65,Month-to-month,Mailed check,1.9936905667452993,12.025098657073464,1
0,28.855558422324137, ,Month-to-month,Bank transfer,-0.9449871507516305,23.073427660611877,0
53,30.330895712401567,2317.01,Month-to-month,Electronic check,-1.9869213117283329,35.07372984043088,0
2,78.46707004425888, ,One year,Bank transfer,-0.6119193144254346,75.77349445022938,1
15,88.82078658665954, ,One year,Electronic check,-1.39280910818847,58.24009648679398,0
56,59.7378988464401,3318.09,Month-to-month,Electronic check,-0.6047848903054027,68.89999849885683,0
11,67.98970815920732,1060.69,nan,Mailed check,0.041229250944903754,56.70123254201722,0
15,88.59677359829841,24.2,One year,Electronic check,0.8049211040471006,68.3592425221869,0
71,21.737979018547964,2513.26,One year,Mailed check,-0.1746689401109378,0.28421536639724465,1
23,52.31306570702785,76.34,Month-to-month,Bank transfer,0.02529069933467607,93.08981443714295,0
27,117.30977480703464, ,Month-to-month,Bank transfer,-0.5815952230701306,11.092023087480651,1
7,78.01122296954681,4086.92,Month-to-month,Electronic check,-1.511698227249659,40.62490959769048,0
35,45.422457989749326,74.56,Month-to-month,Mailed check,-1.8465402429659012,77.10383702448547,0
7,72.17300466362131,4726.83,Month-to-month,Electronic check,-0.36448578033636125,43.52307180094239,0
57,54.26534881209153,715.53,nan,Mailed check,0.08463977854321375,94.68425516675158,0
59,73.22449888262992,2425.45,Month-to-month,Mailed check,-0.4386145212262509,46.758894849876675,1
49,32.574151180664884,7610.99,Month-to-month,Mailed check,-1.809326992861342,87.49394056026713,0
27,33.27146538192774,2330.36,One year,Bank transfer,0.20140009326817182,81.0828113362271,0
40,34.35423620393929,5027.2,Month-to-month,Mailed check,1.629304882904314,98.09863027986832,0
63,113.98197919268418,1481.31,One year,Bank transfer,-0.1146465135111478,92.65477807509754,1
26,93.28989183413418,3102.66,One year,Mailed check,-0.5795305775760826,89.81238347128787,0
62,36.238189466232086,648.01,One year,Bank transfer,-0.060494040243519155,73.16043405194684,0
16,38.83490837656014,2044.32,nan,Bank transfer,-1.1043798445631188,36.699814726822076,0
32,93.08294748708764,1859.34,Month-to-month,Bank transfer,-1.1688991292961486,10.612541856490243,0
28,35.616384479217395,3354.55,One year,Electronic check,0.45141408809463646,68.864505226439,0
12,43.45612933348286,1551.1,nan,Mailed check,0.9903215290323324,97.86540813379649,0
45,116.3346832820399,1138.96,One year,Electronic check,-0.14709835219442016,72.6604437331869,1
34,45.53065247284319,1300.19,Month-to-month,Mailed check,-1.9737650476157669,92.87293692773355,0
5,86.16323503711467,934.91,nan,Mailed check,0.3533489265357507,80.43047129555167,0
68,117.86312874005304,3952.51,Month-to-month,Electronic check,2.0673821703374484,16.31146751166788,0
46,57.42967671397926,2548.6,nan,Bank transfer,-0.24389816344828477,24.92037705912873,0
24,21.751599086206223,5363.11,Month-to-month,Mailed check,-0.1778457754034229,34.186560176235034,1
65,44.414729042237425,3022.74,One year,Bank transfer,-0.8726335301139383,16.826044433800412,0
9,103.08771913417054,3382.12,Two year,Electronic check,0.4813539978934099,58.165133267300675,0
55,106.46088359550367,2579.16,Month-to-month,Bank transfer,-0.6709834644946127,97.54505241349513,0
29,96.85193645237912,1949.45,Month-to-month,Mailed check,1.0215018976685943,76.14588334361586,0
4,31.3109819076573,2004.28,Month-to-month,Mailed check,-0.6575805464851556,42.338674906746185,0
32,99.55103716964031,671.38,nan,Mailed check,0.3417914681189638,0.4504480980288661,0
64,111.86777969935042, ,Two year,Electronic check,-0.04634424605956014,31.32760111381787,0
17,80.06095425462361,2504.28,One year,Mailed check,1.5551116193093004,52.67592876922153,1
48,114.08753563380648, ,One year,Electronic check,0.4094793861980484,32.42508738519706,0
10,102.68388837118775,1586.36,Two year,Bank transfer,1.387007319124921,11.103492302385954,0
25,86.69715169909072,2585.95,Month-to-month,Mailed check,0.10862350077716665,44.276495686189456,1
62,77.71852367117481,2720.17,Month-to-month,Mailed check,-0.17074030051428166,25.325281696571622,0
58,54.85736672419705,5367.61,One year,Mailed check,-0.038190769535225016,90.92323764615014,0
26,35.92874452428052, ,Month-to-month,Bank transfer,-0.7714092013771926,10.175452850101575,0
48,80.49539226905408,936.66,Month-to-month,Mailed check,0.5316687837038719,4.915262872471038,0
32,51.81115536181195,3470.3,Month-to-month,Electronic check,-0.6903583408034867,0.5314169154862047,0
0,106.64386675276454,1935.85,Month-to-month,Bank transfer,0.11246304151784953,32.806968448565776,0
20,119.33369373586285,4743.66,Two year,Bank transfer,0.855201966463912,66.03868382008886,1
54,95.24277626155725, ,Month-to-month,Bank transfer,1.5835489097769386,73.04137528817927,0
5,29.048169528705074, ,One year,Bank transfer,0.1628600838649901,45.32616833817231,0
68,48.86855955306381, ,Month-to-month,Bank transfer,0.8612070560660324,68.43286504552667,0
4,30.910963176574974,3070.15,Month-to-month,Electronic check,0.7418877503808142,35.99140362153634,0
2,85.05116477917157,2899.48,Month-to-month,Bank transfer,-0.3823770908209757,66.78062199866169,0
52,96.51908645557846,3482.4,One year,Mailed check,2.1078034544241775,4.0595985302373405,0
22,112.56748308807119,6235.54,One year,Bank transfer,-0.5762422028789433,39.075298456700416,0
52,63.817234641198766,6736.54,nan,Bank transfer,0.09099462614956542,79.08496776331792,1
36,110.13756495884444,3411.57,One year,Bank transfer,1.4541197533984276,80.30060304590013,0
16,107.78911590413276,1820.71,One year,Bank transfer,1.4294582427988234,71.61487788756946,0
0,51.71957167653986,912.43,One year,Bank transfer,0.014320398035661503,20.42386205698644,1
50,106.8900625540571,1721.92,nan,Electronic check,0.9904167478406279,24.720511893063325,0
44,57.56722518817265,5385.39,One year,Electronic check,-0.22397233644355546,99.60887272645122,1
3,49.68692745602808, ,Month-to-month,Bank transfer,-0.48867889029905814,10.33780072019599,1
61,84.90746587943931,2680.92,One year,Electronic check,-1.2127890731184399,18.06626989024094,0
64,52.83812278850811,1618.57,One year,Mailed check,0.7238813654792804,13.00262556501326,1
31,83.02087483291442,799.77,One year,Bank transfer,0.829220931268456,32.76549636836156,0
33,80.98318054986945,5095.27,Month-to-month,Mailed check,-0.5678892955556617,21.017583523392336,0
71,76.34389273484588, ,Two year,Mailed check,0.26810003398523485,49.76879595477721,1
38,58.04197042327977,5823.37,nan,Bank transfer,2.650988427871934,47.60207068801199,0
25,74.84997216514768,6431.12,Month-to-month,Mailed check,1.1466823001173643,90.15056194513032,0
33,79.64854749854216,530.55,Two year,Mailed check,-0.9014839425788614,3.4739947444781483,0
53,74.56868884954734,2589.4,Month-to-month,Mailed check,1.0015622797633879,31.987957666776335,1
2,64.44194527512016, ,Month-to-month,Bank transfer,-0.8968617812506808,59.66578919970902,1
49,21.46670570462638,3541.23,Month-to-month,Bank transfer,-2.895218311854685,60.480176184396385,0
